1902260,AsseticBundle,symfony/AsseticBundle,Array,,https://github.com/symfony/AsseticBundle,,,https://api.github.com/repos/symfony/AsseticBundle,https://api.github.com/repos/symfony/AsseticBundle/forks,https://api.github.com/repos/symfony/AsseticBundle/keys{/key_id},https://api.github.com/repos/symfony/AsseticBundle/collaborators{/collaborator},https://api.github.com/repos/symfony/AsseticBundle/teams,https://api.github.com/repos/symfony/AsseticBundle/hooks,https://api.github.com/repos/symfony/AsseticBundle/issues/events{/number},https://api.github.com/repos/symfony/AsseticBundle/events,https://api.github.com/repos/symfony/AsseticBundle/assignees{/user},https://api.github.com/repos/symfony/AsseticBundle/branches{/branch},https://api.github.com/repos/symfony/AsseticBundle/tags,https://api.github.com/repos/symfony/AsseticBundle/git/blobs{/sha},https://api.github.com/repos/symfony/AsseticBundle/git/tags{/sha},https://api.github.com/repos/symfony/AsseticBundle/git/refs{/sha},https://api.github.com/repos/symfony/AsseticBundle/git/trees{/sha},https://api.github.com/repos/symfony/AsseticBundle/statuses/{sha},https://api.github.com/repos/symfony/AsseticBundle/languages,https://api.github.com/repos/symfony/AsseticBundle/stargazers,https://api.github.com/repos/symfony/AsseticBundle/contributors,https://api.github.com/repos/symfony/AsseticBundle/subscribers,https://api.github.com/repos/symfony/AsseticBundle/subscription,https://api.github.com/repos/symfony/AsseticBundle/commits{/sha},https://api.github.com/repos/symfony/AsseticBundle/git/commits{/sha},https://api.github.com/repos/symfony/AsseticBundle/comments{/number},https://api.github.com/repos/symfony/AsseticBundle/issues/comments{/number},https://api.github.com/repos/symfony/AsseticBundle/contents/{+path},https://api.github.com/repos/symfony/AsseticBundle/compare/{base}...{head},https://api.github.com/repos/symfony/AsseticBundle/merges,https://api.github.com/repos/symfony/AsseticBundle/{archive_format}{/ref},https://api.github.com/repos/symfony/AsseticBundle/downloads,https://api.github.com/repos/symfony/AsseticBundle/issues{/number},https://api.github.com/repos/symfony/AsseticBundle/pulls{/number},https://api.github.com/repos/symfony/AsseticBundle/milestones{/number},"https://api.github.com/repos/symfony/AsseticBundle/notifications{?since,all,participating}",https://api.github.com/repos/symfony/AsseticBundle/labels{/name},https://api.github.com/repos/symfony/AsseticBundle/releases{/id},2011-06-15T19:59:14Z,2015-03-06T18:51:14Z,2015-03-06T18:51:13Z,git://github.com/symfony/AsseticBundle.git,git@github.com:symfony/AsseticBundle.git,https://github.com/symfony/AsseticBundle.git,https://github.com/symfony/AsseticBundle,,2357,168,168,PHP,1,1,1,,166,,104,166,104,168,master,Array
1398628,BrowserKit,symfony/BrowserKit,Array,,https://github.com/symfony/BrowserKit,"[READ-ONLY] Subtree split of the Symfony BrowserKit Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/BrowserKit,https://api.github.com/repos/symfony/BrowserKit/forks,https://api.github.com/repos/symfony/BrowserKit/keys{/key_id},https://api.github.com/repos/symfony/BrowserKit/collaborators{/collaborator},https://api.github.com/repos/symfony/BrowserKit/teams,https://api.github.com/repos/symfony/BrowserKit/hooks,https://api.github.com/repos/symfony/BrowserKit/issues/events{/number},https://api.github.com/repos/symfony/BrowserKit/events,https://api.github.com/repos/symfony/BrowserKit/assignees{/user},https://api.github.com/repos/symfony/BrowserKit/branches{/branch},https://api.github.com/repos/symfony/BrowserKit/tags,https://api.github.com/repos/symfony/BrowserKit/git/blobs{/sha},https://api.github.com/repos/symfony/BrowserKit/git/tags{/sha},https://api.github.com/repos/symfony/BrowserKit/git/refs{/sha},https://api.github.com/repos/symfony/BrowserKit/git/trees{/sha},https://api.github.com/repos/symfony/BrowserKit/statuses/{sha},https://api.github.com/repos/symfony/BrowserKit/languages,https://api.github.com/repos/symfony/BrowserKit/stargazers,https://api.github.com/repos/symfony/BrowserKit/contributors,https://api.github.com/repos/symfony/BrowserKit/subscribers,https://api.github.com/repos/symfony/BrowserKit/subscription,https://api.github.com/repos/symfony/BrowserKit/commits{/sha},https://api.github.com/repos/symfony/BrowserKit/git/commits{/sha},https://api.github.com/repos/symfony/BrowserKit/comments{/number},https://api.github.com/repos/symfony/BrowserKit/issues/comments{/number},https://api.github.com/repos/symfony/BrowserKit/contents/{+path},https://api.github.com/repos/symfony/BrowserKit/compare/{base}...{head},https://api.github.com/repos/symfony/BrowserKit/merges,https://api.github.com/repos/symfony/BrowserKit/{archive_format}{/ref},https://api.github.com/repos/symfony/BrowserKit/downloads,https://api.github.com/repos/symfony/BrowserKit/issues{/number},https://api.github.com/repos/symfony/BrowserKit/pulls{/number},https://api.github.com/repos/symfony/BrowserKit/milestones{/number},"https://api.github.com/repos/symfony/BrowserKit/notifications{?since,all,participating}",https://api.github.com/repos/symfony/BrowserKit/labels{/name},https://api.github.com/repos/symfony/BrowserKit/releases{/id},2011-02-22T17:59:52Z,2015-02-11T16:34:57Z,2015-03-12T17:55:41Z,git://github.com/symfony/BrowserKit.git,git@github.com:symfony/BrowserKit.git,https://github.com/symfony/BrowserKit.git,https://github.com/symfony/BrowserKit,http://symfony.com/,1082,24,24,PHP,,1,,,23,,1,23,1,24,master,Array
1398617,ClassLoader,symfony/ClassLoader,Array,,https://github.com/symfony/ClassLoader,"[READ-ONLY] Subtree split of the Symfony ClassLoader Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/ClassLoader,https://api.github.com/repos/symfony/ClassLoader/forks,https://api.github.com/repos/symfony/ClassLoader/keys{/key_id},https://api.github.com/repos/symfony/ClassLoader/collaborators{/collaborator},https://api.github.com/repos/symfony/ClassLoader/teams,https://api.github.com/repos/symfony/ClassLoader/hooks,https://api.github.com/repos/symfony/ClassLoader/issues/events{/number},https://api.github.com/repos/symfony/ClassLoader/events,https://api.github.com/repos/symfony/ClassLoader/assignees{/user},https://api.github.com/repos/symfony/ClassLoader/branches{/branch},https://api.github.com/repos/symfony/ClassLoader/tags,https://api.github.com/repos/symfony/ClassLoader/git/blobs{/sha},https://api.github.com/repos/symfony/ClassLoader/git/tags{/sha},https://api.github.com/repos/symfony/ClassLoader/git/refs{/sha},https://api.github.com/repos/symfony/ClassLoader/git/trees{/sha},https://api.github.com/repos/symfony/ClassLoader/statuses/{sha},https://api.github.com/repos/symfony/ClassLoader/languages,https://api.github.com/repos/symfony/ClassLoader/stargazers,https://api.github.com/repos/symfony/ClassLoader/contributors,https://api.github.com/repos/symfony/ClassLoader/subscribers,https://api.github.com/repos/symfony/ClassLoader/subscription,https://api.github.com/repos/symfony/ClassLoader/commits{/sha},https://api.github.com/repos/symfony/ClassLoader/git/commits{/sha},https://api.github.com/repos/symfony/ClassLoader/comments{/number},https://api.github.com/repos/symfony/ClassLoader/issues/comments{/number},https://api.github.com/repos/symfony/ClassLoader/contents/{+path},https://api.github.com/repos/symfony/ClassLoader/compare/{base}...{head},https://api.github.com/repos/symfony/ClassLoader/merges,https://api.github.com/repos/symfony/ClassLoader/{archive_format}{/ref},https://api.github.com/repos/symfony/ClassLoader/downloads,https://api.github.com/repos/symfony/ClassLoader/issues{/number},https://api.github.com/repos/symfony/ClassLoader/pulls{/number},https://api.github.com/repos/symfony/ClassLoader/milestones{/number},"https://api.github.com/repos/symfony/ClassLoader/notifications{?since,all,participating}",https://api.github.com/repos/symfony/ClassLoader/labels{/name},https://api.github.com/repos/symfony/ClassLoader/releases{/id},2011-02-22T17:56:22Z,2015-02-21T14:24:08Z,2015-02-24T12:49:34Z,git://github.com/symfony/ClassLoader.git,git@github.com:symfony/ClassLoader.git,https://github.com/symfony/ClassLoader.git,https://github.com/symfony/ClassLoader,http://symfony.com/,1667,100,100,PHP,,1,,,34,,1,34,1,100,master,Array
1398629,Config,symfony/Config,Array,,https://github.com/symfony/Config,"[READ-ONLY] Subtree split of the Symfony Config Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/Config,https://api.github.com/repos/symfony/Config/forks,https://api.github.com/repos/symfony/Config/keys{/key_id},https://api.github.com/repos/symfony/Config/collaborators{/collaborator},https://api.github.com/repos/symfony/Config/teams,https://api.github.com/repos/symfony/Config/hooks,https://api.github.com/repos/symfony/Config/issues/events{/number},https://api.github.com/repos/symfony/Config/events,https://api.github.com/repos/symfony/Config/assignees{/user},https://api.github.com/repos/symfony/Config/branches{/branch},https://api.github.com/repos/symfony/Config/tags,https://api.github.com/repos/symfony/Config/git/blobs{/sha},https://api.github.com/repos/symfony/Config/git/tags{/sha},https://api.github.com/repos/symfony/Config/git/refs{/sha},https://api.github.com/repos/symfony/Config/git/trees{/sha},https://api.github.com/repos/symfony/Config/statuses/{sha},https://api.github.com/repos/symfony/Config/languages,https://api.github.com/repos/symfony/Config/stargazers,https://api.github.com/repos/symfony/Config/contributors,https://api.github.com/repos/symfony/Config/subscribers,https://api.github.com/repos/symfony/Config/subscription,https://api.github.com/repos/symfony/Config/commits{/sha},https://api.github.com/repos/symfony/Config/git/commits{/sha},https://api.github.com/repos/symfony/Config/comments{/number},https://api.github.com/repos/symfony/Config/issues/comments{/number},https://api.github.com/repos/symfony/Config/contents/{+path},https://api.github.com/repos/symfony/Config/compare/{base}...{head},https://api.github.com/repos/symfony/Config/merges,https://api.github.com/repos/symfony/Config/{archive_format}{/ref},https://api.github.com/repos/symfony/Config/downloads,https://api.github.com/repos/symfony/Config/issues{/number},https://api.github.com/repos/symfony/Config/pulls{/number},https://api.github.com/repos/symfony/Config/milestones{/number},"https://api.github.com/repos/symfony/Config/notifications{?since,all,participating}",https://api.github.com/repos/symfony/Config/labels{/name},https://api.github.com/repos/symfony/Config/releases{/id},2011-02-22T18:00:14Z,2015-03-07T08:20:00Z,2015-03-12T14:43:01Z,git://github.com/symfony/Config.git,git@github.com:symfony/Config.git,https://github.com/symfony/Config.git,https://github.com/symfony/Config,http://symfony.com/,16558,29,29,PHP,,1,,,13,,0,13,0,29,master,Array
1398630,Console,symfony/Console,Array,,https://github.com/symfony/Console,"[READ-ONLY] Subtree split of the Symfony Console Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/Console,https://api.github.com/repos/symfony/Console/forks,https://api.github.com/repos/symfony/Console/keys{/key_id},https://api.github.com/repos/symfony/Console/collaborators{/collaborator},https://api.github.com/repos/symfony/Console/teams,https://api.github.com/repos/symfony/Console/hooks,https://api.github.com/repos/symfony/Console/issues/events{/number},https://api.github.com/repos/symfony/Console/events,https://api.github.com/repos/symfony/Console/assignees{/user},https://api.github.com/repos/symfony/Console/branches{/branch},https://api.github.com/repos/symfony/Console/tags,https://api.github.com/repos/symfony/Console/git/blobs{/sha},https://api.github.com/repos/symfony/Console/git/tags{/sha},https://api.github.com/repos/symfony/Console/git/refs{/sha},https://api.github.com/repos/symfony/Console/git/trees{/sha},https://api.github.com/repos/symfony/Console/statuses/{sha},https://api.github.com/repos/symfony/Console/languages,https://api.github.com/repos/symfony/Console/stargazers,https://api.github.com/repos/symfony/Console/contributors,https://api.github.com/repos/symfony/Console/subscribers,https://api.github.com/repos/symfony/Console/subscription,https://api.github.com/repos/symfony/Console/commits{/sha},https://api.github.com/repos/symfony/Console/git/commits{/sha},https://api.github.com/repos/symfony/Console/comments{/number},https://api.github.com/repos/symfony/Console/issues/comments{/number},https://api.github.com/repos/symfony/Console/contents/{+path},https://api.github.com/repos/symfony/Console/compare/{base}...{head},https://api.github.com/repos/symfony/Console/merges,https://api.github.com/repos/symfony/Console/{archive_format}{/ref},https://api.github.com/repos/symfony/Console/downloads,https://api.github.com/repos/symfony/Console/issues{/number},https://api.github.com/repos/symfony/Console/pulls{/number},https://api.github.com/repos/symfony/Console/milestones{/number},"https://api.github.com/repos/symfony/Console/notifications{?since,all,participating}",https://api.github.com/repos/symfony/Console/labels{/name},https://api.github.com/repos/symfony/Console/releases{/id},2011-02-22T18:00:31Z,2015-03-08T14:10:18Z,2015-03-12T14:42:39Z,git://github.com/symfony/Console.git,git@github.com:symfony/Console.git,https://github.com/symfony/Console.git,https://github.com/symfony/Console,http://symfony.com/,4157,175,175,PHP,,1,,,64,,2,64,2,175,master,Array
1398634,CssSelector,symfony/CssSelector,Array,,https://github.com/symfony/CssSelector,"[READ-ONLY] Subtree split of the Symfony CssSelector Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/CssSelector,https://api.github.com/repos/symfony/CssSelector/forks,https://api.github.com/repos/symfony/CssSelector/keys{/key_id},https://api.github.com/repos/symfony/CssSelector/collaborators{/collaborator},https://api.github.com/repos/symfony/CssSelector/teams,https://api.github.com/repos/symfony/CssSelector/hooks,https://api.github.com/repos/symfony/CssSelector/issues/events{/number},https://api.github.com/repos/symfony/CssSelector/events,https://api.github.com/repos/symfony/CssSelector/assignees{/user},https://api.github.com/repos/symfony/CssSelector/branches{/branch},https://api.github.com/repos/symfony/CssSelector/tags,https://api.github.com/repos/symfony/CssSelector/git/blobs{/sha},https://api.github.com/repos/symfony/CssSelector/git/tags{/sha},https://api.github.com/repos/symfony/CssSelector/git/refs{/sha},https://api.github.com/repos/symfony/CssSelector/git/trees{/sha},https://api.github.com/repos/symfony/CssSelector/statuses/{sha},https://api.github.com/repos/symfony/CssSelector/languages,https://api.github.com/repos/symfony/CssSelector/stargazers,https://api.github.com/repos/symfony/CssSelector/contributors,https://api.github.com/repos/symfony/CssSelector/subscribers,https://api.github.com/repos/symfony/CssSelector/subscription,https://api.github.com/repos/symfony/CssSelector/commits{/sha},https://api.github.com/repos/symfony/CssSelector/git/commits{/sha},https://api.github.com/repos/symfony/CssSelector/comments{/number},https://api.github.com/repos/symfony/CssSelector/issues/comments{/number},https://api.github.com/repos/symfony/CssSelector/contents/{+path},https://api.github.com/repos/symfony/CssSelector/compare/{base}...{head},https://api.github.com/repos/symfony/CssSelector/merges,https://api.github.com/repos/symfony/CssSelector/{archive_format}{/ref},https://api.github.com/repos/symfony/CssSelector/downloads,https://api.github.com/repos/symfony/CssSelector/issues{/number},https://api.github.com/repos/symfony/CssSelector/pulls{/number},https://api.github.com/repos/symfony/CssSelector/milestones{/number},"https://api.github.com/repos/symfony/CssSelector/notifications{?since,all,participating}",https://api.github.com/repos/symfony/CssSelector/labels{/name},https://api.github.com/repos/symfony/CssSelector/releases{/id},2011-02-22T18:01:24Z,2015-03-08T08:59:07Z,2015-02-24T14:25:17Z,git://github.com/symfony/CssSelector.git,git@github.com:symfony/CssSelector.git,https://github.com/symfony/CssSelector.git,https://github.com/symfony/CssSelector,http://symfony.com/,1443,43,43,PHP,,1,,,9,,1,9,1,43,master,Array
1398636,DependencyInjection,symfony/DependencyInjection,Array,,https://github.com/symfony/DependencyInjection,"[READ-ONLY] Subtree split of the Symfony DependencyInjection Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/DependencyInjection,https://api.github.com/repos/symfony/DependencyInjection/forks,https://api.github.com/repos/symfony/DependencyInjection/keys{/key_id},https://api.github.com/repos/symfony/DependencyInjection/collaborators{/collaborator},https://api.github.com/repos/symfony/DependencyInjection/teams,https://api.github.com/repos/symfony/DependencyInjection/hooks,https://api.github.com/repos/symfony/DependencyInjection/issues/events{/number},https://api.github.com/repos/symfony/DependencyInjection/events,https://api.github.com/repos/symfony/DependencyInjection/assignees{/user},https://api.github.com/repos/symfony/DependencyInjection/branches{/branch},https://api.github.com/repos/symfony/DependencyInjection/tags,https://api.github.com/repos/symfony/DependencyInjection/git/blobs{/sha},https://api.github.com/repos/symfony/DependencyInjection/git/tags{/sha},https://api.github.com/repos/symfony/DependencyInjection/git/refs{/sha},https://api.github.com/repos/symfony/DependencyInjection/git/trees{/sha},https://api.github.com/repos/symfony/DependencyInjection/statuses/{sha},https://api.github.com/repos/symfony/DependencyInjection/languages,https://api.github.com/repos/symfony/DependencyInjection/stargazers,https://api.github.com/repos/symfony/DependencyInjection/contributors,https://api.github.com/repos/symfony/DependencyInjection/subscribers,https://api.github.com/repos/symfony/DependencyInjection/subscription,https://api.github.com/repos/symfony/DependencyInjection/commits{/sha},https://api.github.com/repos/symfony/DependencyInjection/git/commits{/sha},https://api.github.com/repos/symfony/DependencyInjection/comments{/number},https://api.github.com/repos/symfony/DependencyInjection/issues/comments{/number},https://api.github.com/repos/symfony/DependencyInjection/contents/{+path},https://api.github.com/repos/symfony/DependencyInjection/compare/{base}...{head},https://api.github.com/repos/symfony/DependencyInjection/merges,https://api.github.com/repos/symfony/DependencyInjection/{archive_format}{/ref},https://api.github.com/repos/symfony/DependencyInjection/downloads,https://api.github.com/repos/symfony/DependencyInjection/issues{/number},https://api.github.com/repos/symfony/DependencyInjection/pulls{/number},https://api.github.com/repos/symfony/DependencyInjection/milestones{/number},"https://api.github.com/repos/symfony/DependencyInjection/notifications{?since,all,participating}",https://api.github.com/repos/symfony/DependencyInjection/labels{/name},https://api.github.com/repos/symfony/DependencyInjection/releases{/id},2011-02-22T18:01:53Z,2015-03-07T08:05:24Z,2015-03-12T14:49:17Z,git://github.com/symfony/DependencyInjection.git,git@github.com:symfony/DependencyInjection.git,https://github.com/symfony/DependencyInjection.git,https://github.com/symfony/DependencyInjection,http://symfony.com/,3628,63,63,PHP,,1,,,20,,1,20,1,63,master,Array
2641391,DoctrineBridge,symfony/DoctrineBridge,Array,,https://github.com/symfony/DoctrineBridge,"[READ-ONLY] Subtree split of the Symfony Doctrine Bridge -- clone into Symfony/Bridge/Doctrine (master at symfony/symfony)",,https://api.github.com/repos/symfony/DoctrineBridge,https://api.github.com/repos/symfony/DoctrineBridge/forks,https://api.github.com/repos/symfony/DoctrineBridge/keys{/key_id},https://api.github.com/repos/symfony/DoctrineBridge/collaborators{/collaborator},https://api.github.com/repos/symfony/DoctrineBridge/teams,https://api.github.com/repos/symfony/DoctrineBridge/hooks,https://api.github.com/repos/symfony/DoctrineBridge/issues/events{/number},https://api.github.com/repos/symfony/DoctrineBridge/events,https://api.github.com/repos/symfony/DoctrineBridge/assignees{/user},https://api.github.com/repos/symfony/DoctrineBridge/branches{/branch},https://api.github.com/repos/symfony/DoctrineBridge/tags,https://api.github.com/repos/symfony/DoctrineBridge/git/blobs{/sha},https://api.github.com/repos/symfony/DoctrineBridge/git/tags{/sha},https://api.github.com/repos/symfony/DoctrineBridge/git/refs{/sha},https://api.github.com/repos/symfony/DoctrineBridge/git/trees{/sha},https://api.github.com/repos/symfony/DoctrineBridge/statuses/{sha},https://api.github.com/repos/symfony/DoctrineBridge/languages,https://api.github.com/repos/symfony/DoctrineBridge/stargazers,https://api.github.com/repos/symfony/DoctrineBridge/contributors,https://api.github.com/repos/symfony/DoctrineBridge/subscribers,https://api.github.com/repos/symfony/DoctrineBridge/subscription,https://api.github.com/repos/symfony/DoctrineBridge/commits{/sha},https://api.github.com/repos/symfony/DoctrineBridge/git/commits{/sha},https://api.github.com/repos/symfony/DoctrineBridge/comments{/number},https://api.github.com/repos/symfony/DoctrineBridge/issues/comments{/number},https://api.github.com/repos/symfony/DoctrineBridge/contents/{+path},https://api.github.com/repos/symfony/DoctrineBridge/compare/{base}...{head},https://api.github.com/repos/symfony/DoctrineBridge/merges,https://api.github.com/repos/symfony/DoctrineBridge/{archive_format}{/ref},https://api.github.com/repos/symfony/DoctrineBridge/downloads,https://api.github.com/repos/symfony/DoctrineBridge/issues{/number},https://api.github.com/repos/symfony/DoctrineBridge/pulls{/number},https://api.github.com/repos/symfony/DoctrineBridge/milestones{/number},"https://api.github.com/repos/symfony/DoctrineBridge/notifications{?since,all,participating}",https://api.github.com/repos/symfony/DoctrineBridge/labels{/name},https://api.github.com/repos/symfony/DoctrineBridge/releases{/id},2011-10-25T05:23:52Z,2015-03-02T10:28:22Z,2015-03-12T14:57:17Z,git://github.com/symfony/DoctrineBridge.git,git@github.com:symfony/DoctrineBridge.git,https://github.com/symfony/DoctrineBridge.git,https://github.com/symfony/DoctrineBridge,symfony.com,1931,3,3,PHP,,1,,,6,,0,6,0,3,master,Array
1398638,DomCrawler,symfony/DomCrawler,Array,,https://github.com/symfony/DomCrawler,"[READ-ONLY] Subtree split of the Symfony DomCrawler Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/DomCrawler,https://api.github.com/repos/symfony/DomCrawler/forks,https://api.github.com/repos/symfony/DomCrawler/keys{/key_id},https://api.github.com/repos/symfony/DomCrawler/collaborators{/collaborator},https://api.github.com/repos/symfony/DomCrawler/teams,https://api.github.com/repos/symfony/DomCrawler/hooks,https://api.github.com/repos/symfony/DomCrawler/issues/events{/number},https://api.github.com/repos/symfony/DomCrawler/events,https://api.github.com/repos/symfony/DomCrawler/assignees{/user},https://api.github.com/repos/symfony/DomCrawler/branches{/branch},https://api.github.com/repos/symfony/DomCrawler/tags,https://api.github.com/repos/symfony/DomCrawler/git/blobs{/sha},https://api.github.com/repos/symfony/DomCrawler/git/tags{/sha},https://api.github.com/repos/symfony/DomCrawler/git/refs{/sha},https://api.github.com/repos/symfony/DomCrawler/git/trees{/sha},https://api.github.com/repos/symfony/DomCrawler/statuses/{sha},https://api.github.com/repos/symfony/DomCrawler/languages,https://api.github.com/repos/symfony/DomCrawler/stargazers,https://api.github.com/repos/symfony/DomCrawler/contributors,https://api.github.com/repos/symfony/DomCrawler/subscribers,https://api.github.com/repos/symfony/DomCrawler/subscription,https://api.github.com/repos/symfony/DomCrawler/commits{/sha},https://api.github.com/repos/symfony/DomCrawler/git/commits{/sha},https://api.github.com/repos/symfony/DomCrawler/comments{/number},https://api.github.com/repos/symfony/DomCrawler/issues/comments{/number},https://api.github.com/repos/symfony/DomCrawler/contents/{+path},https://api.github.com/repos/symfony/DomCrawler/compare/{base}...{head},https://api.github.com/repos/symfony/DomCrawler/merges,https://api.github.com/repos/symfony/DomCrawler/{archive_format}{/ref},https://api.github.com/repos/symfony/DomCrawler/downloads,https://api.github.com/repos/symfony/DomCrawler/issues{/number},https://api.github.com/repos/symfony/DomCrawler/pulls{/number},https://api.github.com/repos/symfony/DomCrawler/milestones{/number},"https://api.github.com/repos/symfony/DomCrawler/notifications{?since,all,participating}",https://api.github.com/repos/symfony/DomCrawler/labels{/name},https://api.github.com/repos/symfony/DomCrawler/releases{/id},2011-02-22T18:02:15Z,2015-03-09T08:41:04Z,2015-03-12T14:49:27Z,git://github.com/symfony/DomCrawler.git,git@github.com:symfony/DomCrawler.git,https://github.com/symfony/DomCrawler.git,https://github.com/symfony/DomCrawler,http://symfony.com/,2243,142,142,PHP,,1,,,38,,2,38,2,142,master,Array
1398640,EventDispatcher,symfony/EventDispatcher,Array,,https://github.com/symfony/EventDispatcher,"[READ-ONLY] Subtree split of the Symfony EventDispatcher Component -- clone into Symfony/Component/ (master at symfony/symfony)",,https://api.github.com/repos/symfony/EventDispatcher,https://api.github.com/repos/symfony/EventDispatcher/forks,https://api.github.com/repos/symfony/EventDispatcher/keys{/key_id},https://api.github.com/repos/symfony/EventDispatcher/collaborators{/collaborator},https://api.github.com/repos/symfony/EventDispatcher/teams,https://api.github.com/repos/symfony/EventDispatcher/hooks,https://api.github.com/repos/symfony/EventDispatcher/issues/events{/number},https://api.github.com/repos/symfony/EventDispatcher/events,https://api.github.com/repos/symfony/EventDispatcher/assignees{/user},https://api.github.com/repos/symfony/EventDispatcher/branches{/branch},https://api.github.com/repos/symfony/EventDispatcher/tags,https://api.github.com/repos/symfony/EventDispatcher/git/blobs{/sha},https://api.github.com/repos/symfony/EventDispatcher/git/tags{/sha},https://api.github.com/repos/symfony/EventDispatcher/git/refs{/sha},https://api.github.com/repos/symfony/EventDispatcher/git/trees{/sha},https://api.github.com/repos/symfony/EventDispatcher/statuses/{sha},https://api.github.com/repos/symfony/EventDispatcher/languages,https://api.github.com/repos/symfony/EventDispatcher/stargazers,https://api.github.com/repos/symfony/EventDispatcher/contributors,https://api.github.com/repos/symfony/EventDispatcher/subscribers,https://api.github.com/repos/symfony/EventDispatcher/subscription,https://api.github.com/repos/symfony/EventDispatcher/commits{/sha},https://api.github.com/repos/symfony/EventDispatcher/git/commits{/sha},https://api.github.com/repos/symfony/EventDispatcher/comments{/number},https://api.github.com/repos/symfony/EventDispatcher/issues/comments{/number},https://api.github.com/repos/symfony/EventDispatcher/contents/{+path},https://api.github.com/repos/symfony/EventDispatcher/compare/{base}...{head},https://api.github.com/repos/symfony/EventDispatcher/merges,https://api.github.com/repos/symfony/EventDispatcher/{archive_format}{/ref},https://api.github.com/repos/symfony/EventDispatcher/downloads,https://api.github.com/repos/symfony/EventDispatcher/issues{/number},https://api.github.com/repos/symfony/EventDispatcher/pulls{/number},https://api.github.com/repos/symfony/EventDispatcher/milestones{/number},"https://api.github.com/repos/symfony/EventDispatcher/notifications{?since,all,participating}",https://api.github.com/repos/symfony/EventDispatcher/labels{/name},https://api.github.com/repos/symfony/EventDispatcher/releases{/id},2011-02-22T18:02:40Z,2015-02-23T19:21:13Z,2015-02-24T13:59:14Z,git://github.com/symfony/EventDispatcher.git,git@github.com:symfony/EventDispatcher.git,https://github.com/symfony/EventDispatcher.git,https://github.com/symfony/EventDispatcher,http://symfony.com/,1400,84,84,PHP,,1,,,23,,0,23,0,84,master,Array
